what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320250866793
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320250880878
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320250881218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320250883145
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320250883941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251241871
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251251983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251270988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251277716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251280187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251280330
error,log,,,"Unhandled event loop exception",1320251280365
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251280837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251291244
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251295572
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251315547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251316475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251318908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251319054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251319140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251378582
error,log,,,"Unhandled event loop exception",1320251378733
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251378905
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251378963
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320251382640
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251382958
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251392666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251407610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251412141
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251412266
error,log,,,"Unhandled event loop exception",1320251412327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251413152
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320251423220
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251423494
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251437069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251439912
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251444463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251447702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251449407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251456324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251456453
error,log,,,"Unhandled event loop exception",1320251456497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251458837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251464031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251483389
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251489456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251499794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251501421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251503882
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251510759
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320251512700
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251512952
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1320251514035
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251514304
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251518438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251524851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251527033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251529837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251531358
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251536222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251557793
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251565380
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251573096
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251588144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251597500
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1320251597529
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251600102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251602726
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1320251602753
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251603614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251606674
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1320251606708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251607285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251637691
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.callhierarchy.view",1320251637816
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.callhierarchy.view",1320251637861
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy",1320251637939
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251639592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251644053
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.callhierarchy.view",1320251651516
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1320251651770
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1320251654489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1320251655492
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251657114
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251676222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251680054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251695718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251695891
error,log,,,"Unhandled event loop exception",1320251695957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251696495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251697824
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251728801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251729454
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251734170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251741854
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251750423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1320251750703
error,log,,,"Unhandled event loop exception",1320251750753
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251754032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320251756859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1320251759415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1320251782905
